# Date:     2025-02-15 20:36:50
# Database: ocvs
# Target:   lmc_rrlyr
# Query:    (type='RRab') 
# Objects:  29151
# Columns:
# ID	Type	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-RRLYR-01597	RRab	73.290045	-68.366889	18.643	19.363	0.720	0.67041560	0.00000260	6000.66172	0.364	0.475	4.494	0.267	2.782
OGLE-LMC-RRLYR-01598	RRab	73.295040	-68.719833	19.063	19.788	0.725	0.56855150	0.00000160	6000.35041	0.545	0.517	4.338	0.328	2.703
OGLE-LMC-RRLYR-01599	RRab	73.295085	-70.582306	18.824	19.413	0.589	0.54131530	0.00000070	6000.24603	0.688	0.486	4.179	0.379	2.278
OGLE-LMC-RRLYR-01600	RRab	73.295580	-68.477944	18.842	19.440	0.598	0.56886990	0.00000090	6000.24303	0.532	0.467	4.320	0.335	2.698
OGLE-LMC-RRLYR-01601	RRab	73.297875	-69.003556	18.759	-99.99	-99.99	0.62522510	0.00000080	6000.23655	0.713	0.548	4.622	0.383	3.023
OGLE-LMC-RRLYR-01603	RRab	73.301040	-70.037750	18.764	19.365	0.601	0.55574940	0.00000170	6000.17667	0.499	0.424	4.190	0.252	2.310
OGLE-LMC-RRLYR-01604	RRab	73.302420	-69.426417	18.693	19.360	0.667	0.69458330	0.00000490	6000.06084	0.215	0.292	4.707	0.128	3.150
OGLE-LMC-RRLYR-01605	RRab	73.304205	-69.792278	18.617	19.313	0.696	0.54979100	0.00000130	6000.48360	0.513	0.446	4.174	0.361	1.867
OGLE-LMC-RRLYR-01606	RRab	73.305090	-69.334750	18.790	19.423	0.633	0.60223240	0.00000250	6000.37714	0.462	0.459	4.481	0.310	2.879
OGLE-LMC-RRLYR-01607	RRab	73.305210	-67.272333	18.862	19.403	0.541	0.54715650	0.00000130	6000.49077	0.583	0.428	4.208	0.264	2.333
OGLE-LMC-RRLYR-01608	RRab	73.308630	-69.304750	18.548	-99.99	-99.99	0.64954450	0.00000490	6000.26150	0.106	0.000	-99.99	0.000	-99.99
OGLE-LMC-RRLYR-01609	RRab	73.309335	-67.375556	19.213	19.691	0.478	0.42961640	0.00000040	6000.23102	0.729	0.588	4.447	0.367	2.861
OGLE-LMC-RRLYR-01610	RRab	73.310625	-68.053472	18.838	19.413	0.575	0.55148870	0.00000080	6000.46333	0.658	0.496	4.241	0.385	2.394
OGLE-LMC-RRLYR-01611	RRab	73.314000	-69.431194	18.767	-99.99	-99.99	0.59526330	0.00000510	6000.26102	0.504	0.522	4.394	0.401	2.826
OGLE-LMC-RRLYR-01613	RRab	73.315995	-70.541833	19.006	19.507	0.501	0.46920320	0.00000070	6000.20461	0.735	0.439	3.980	0.298	1.791
OGLE-LMC-RRLYR-01614	RRab	73.316250	-67.321000	18.811	19.501	0.690	0.64610030	0.00000340	6000.47902	0.199	0.381	4.637	0.184	3.489
OGLE-LMC-RRLYR-01615	RRab	73.321455	-67.098250	19.643	20.534	0.891	0.54200900	0.00000280	6000.01667	0.515	0.400	4.172	0.192	2.142
OGLE-LMC-RRLYR-01616	RRab	73.324500	-69.927639	18.841	19.435	0.594	0.57295160	0.00000090	6000.25625	0.563	0.465	4.299	0.352	2.543
OGLE-LMC-RRLYR-01618	RRab	73.328130	-69.376333	19.083	19.527	0.444	0.55204020	0.00000230	6000.30318	0.516	0.403	4.316	0.230	2.217
OGLE-LMC-RRLYR-01620	RRab	73.330620	-70.669333	19.006	19.638	0.632	0.54170770	0.00000080	6000.26666	0.649	0.519	4.263	0.378	2.536
OGLE-LMC-RRLYR-01621	RRab	73.333005	-70.321667	19.042	19.565	0.523	0.52179770	0.00000060	6000.45228	0.833	0.581	4.387	0.349	2.484
OGLE-LMC-RRLYR-01623	RRab	73.340295	-70.381111	18.660	19.252	0.592	0.63362890	0.00000170	6000.21670	0.529	0.447	4.374	0.265	2.674
OGLE-LMC-RRLYR-01624	RRab	73.340745	-67.685639	18.512	19.113	0.601	0.75866930	0.00000290	6000.01207	0.311	0.399	4.772	0.213	3.345
OGLE-LMC-RRLYR-01627	RRab	73.347000	-70.050944	18.897	19.454	0.557	0.53868770	0.00000070	6000.12880	0.708	0.418	4.141	0.325	2.080
OGLE-LMC-RRLYR-01629	RRab	73.348125	-68.998750	19.172	-99.99	-99.99	0.46736330	0.00000130	6000.07011	0.813	0.408	3.806	0.241	1.880
OGLE-LMC-RRLYR-01631	RRab	73.348620	-68.804583	18.788	19.440	0.652	0.59422000	0.00000210	6000.44299	0.360	0.406	4.412	0.247	2.779
OGLE-LMC-RRLYR-01632	RRab	73.350090	-70.676444	19.063	19.681	0.618	0.52493100	0.00000200	6000.26776	0.584	0.322	4.157	0.155	1.726
OGLE-LMC-RRLYR-01633	RRab	73.350660	-69.641694	18.849	19.502	0.653	0.71395510	0.00000150	6000.30195	0.596	0.534	4.484	0.349	2.933
OGLE-LMC-RRLYR-01635	RRab	73.353495	-68.755583	18.811	19.402	0.591	0.57886630	0.00000170	6000.07800	0.461	0.436	4.290	0.267	2.539
OGLE-LMC-RRLYR-01637	RRab	73.354125	-66.853750	18.788	19.525	0.737	0.72940060	0.00000300	6000.34959	0.291	0.414	4.803	0.176	3.428
OGLE-LMC-RRLYR-01638	RRab	73.356630	-69.189778	18.924	19.571	0.647	0.58399170	0.00000130	6000.13358	0.561	0.474	4.361	0.290	2.620
OGLE-LMC-RRLYR-01641	RRab	73.362330	-67.201306	18.519	19.089	0.570	0.62638440	0.00000200	6000.32182	0.302	0.438	4.581	0.239	3.056
OGLE-LMC-RRLYR-01642	RRab	73.364085	-68.861417	18.773	19.454	0.681	0.68699830	0.00000280	6000.31724	0.267	0.427	4.627	0.187	3.466
OGLE-LMC-RRLYR-01643	RRab	73.368465	-70.140667	18.776	19.311	0.535	0.50579080	0.00000040	6000.32319	0.824	0.450	4.084	0.368	1.969
OGLE-LMC-RRLYR-01645	RRab	73.371960	-70.242694	18.824	19.401	0.577	0.56340670	0.00000070	6000.46137	0.645	0.507	4.293	0.350	2.558
OGLE-LMC-RRLYR-01646	RRab	73.373955	-67.891194	18.984	19.511	0.527	0.49998360	0.00000080	6000.41523	0.696	0.496	4.225	0.336	2.345
OGLE-LMC-RRLYR-01647	RRab	73.375410	-67.258056	18.744	19.243	0.499	0.53123620	0.00000080	6000.22225	0.558	0.464	4.251	0.328	2.331
OGLE-LMC-RRLYR-01648	RRab	73.380465	-70.315250	19.238	19.728	0.490	0.40206080	0.00000030	6000.05044	0.910	0.533	4.121	0.371	2.109
OGLE-LMC-RRLYR-01649	RRab	73.384035	-68.596333	19.142	19.740	0.598	0.52205060	0.00000060	6000.07804	0.770	0.472	4.163	0.393	2.216
OGLE-LMC-RRLYR-01650	RRab	73.385370	-70.660611	18.895	19.118	0.223	0.47675050	0.00000070	6000.26438	0.599	0.428	4.093	0.234	2.139
OGLE-LMC-RRLYR-01651	RRab	73.386660	-67.841944	18.846	19.489	0.643	0.63302460	0.00000160	6000.23922	0.322	0.385	4.791	0.188	3.432
OGLE-LMC-RRLYR-01653	RRab	73.387875	-70.386028	18.679	19.230	0.551	0.66128010	0.00000100	6000.24965	0.682	0.563	4.523	0.362	2.849
OGLE-LMC-RRLYR-01656	RRab	73.394370	-69.554722	18.776	19.421	0.645	0.56194720	0.00000260	6000.18005	0.457	0.342	4.176	0.177	2.278
OGLE-LMC-RRLYR-01658	RRab	73.398375	-68.603056	18.833	19.316	0.483	0.57089880	0.00000090	6000.38828	0.626	0.467	4.248	0.363	2.448
OGLE-LMC-RRLYR-01659	RRab	73.398705	-68.918583	18.655	19.186	0.531	0.59515630	0.00000190	6000.20833	0.436	0.392	4.115	0.193	2.205
OGLE-LMC-RRLYR-01660	RRab	73.402005	-69.942417	18.771	19.469	0.698	0.63763790	0.00000360	6000.06460	0.293	0.351	4.477	0.181	3.026
OGLE-LMC-RRLYR-01664	RRab	73.417035	-68.301028	18.782	19.375	0.593	0.61269690	0.00000080	6000.17666	0.613	0.520	4.452	0.327	2.839
OGLE-LMC-RRLYR-01665	RRab	73.423290	-69.535111	18.920	19.452	0.532	0.53590120	0.00000090	6000.40164	0.727	0.487	4.188	0.332	2.160
OGLE-LMC-RRLYR-01666	RRab	73.424370	-69.384639	18.899	19.473	0.574	0.56593870	0.00000150	6000.21831	0.567	0.499	4.325	0.337	2.676
OGLE-LMC-RRLYR-01668	RRab	73.428465	-69.941917	18.803	19.499	0.696	0.57041680	0.00000120	6000.45793	0.484	0.502	4.448	0.307	2.631
OGLE-LMC-RRLYR-01669	RRab	73.435830	-69.029139	19.071	19.736	0.665	0.55301560	0.00000090	6000.24852	0.763	0.487	4.169	0.387	2.253
OGLE-LMC-RRLYR-01671	RRab	73.438545	-67.447111	18.753	19.380	0.627	0.56937490	0.00000070	6000.27967	0.695	0.494	4.260	0.374	2.448
OGLE-LMC-RRLYR-01672	RRab	73.438965	-69.992333	18.941	19.521	0.580	0.53030520	0.00000170	6000.12855	0.550	0.414	4.193	0.213	2.387
OGLE-LMC-RRLYR-01673	RRab	73.442370	-68.268694	18.840	19.537	0.697	0.64112310	0.00000250	6000.02831	0.259	0.403	4.596	0.175	3.278
OGLE-LMC-RRLYR-01674	RRab	73.444920	-67.673806	19.096	19.589	0.493	0.43650760	0.00000040	6000.04622	0.846	0.530	4.123	0.398	2.321
OGLE-LMC-RRLYR-01675	RRab	73.445130	-69.858528	18.797	19.423	0.626	0.56717620	0.00000080	6000.18069	0.595	0.473	4.254	0.379	2.409
OGLE-LMC-RRLYR-01676	RRab	73.446045	-68.819306	18.331	18.897	0.566	0.34517900	0.00000070	6000.07605	0.208	0.449	4.528	0.000	-99.99
OGLE-LMC-RRLYR-01677	RRab	73.449660	-68.421500	18.850	19.422	0.572	0.55150940	0.00000050	6000.04038	0.684	0.449	4.162	0.374	2.334
OGLE-LMC-RRLYR-01678	RRab	73.451295	-67.147472	18.480	-99.99	-99.99	0.70254580	0.00000410	6000.12625	0.390	0.508	4.551	0.244	3.187
OGLE-LMC-RRLYR-01681	RRab	73.453125	-68.661167	18.437	19.096	0.659	0.81359570	0.00000320	6000.76134	0.251	0.359	4.902	0.159	3.821
OGLE-LMC-RRLYR-01682	RRab	73.453755	-69.699083	18.942	19.614	0.672	0.60851250	0.00000180	6000.19831	0.420	0.449	4.414	0.299	2.765
OGLE-LMC-RRLYR-01684	RRab	73.462545	-70.083167	18.827	19.509	0.682	0.64607560	0.00000330	6000.16774	0.232	0.358	4.649	0.101	3.513
OGLE-LMC-RRLYR-01685	RRab	73.464795	-68.494139	18.896	19.483	0.587	0.56219400	0.00000080	6000.27243	0.608	0.502	4.307	0.346	2.544
OGLE-LMC-RRLYR-01686	RRab	73.471995	-69.270639	18.864	18.689	-0.175	0.60696210	0.00000130	6000.24682	0.501	0.438	4.426	0.316	2.837
OGLE-LMC-RRLYR-01687	RRab	73.472370	-69.389389	19.043	19.757	0.714	0.57391330	0.00000160	6000.22585	0.540	0.444	4.328	0.347	2.575
OGLE-LMC-RRLYR-01688	RRab	73.473330	-70.322833	18.810	19.427	0.617	0.54811330	0.00000060	6000.33444	0.680	0.498	4.121	0.373	2.261
OGLE-LMC-RRLYR-01689	RRab	73.474785	-68.039444	18.740	19.329	0.589	0.63252820	0.00000130	6000.12930	0.499	0.484	4.524	0.319	3.067
OGLE-LMC-RRLYR-01691	RRab	73.482540	-67.263528	19.397	19.944	0.547	0.42264350	0.00000050	6000.11416	0.815	0.533	4.200	0.397	2.348
OGLE-LMC-RRLYR-01692	RRab	73.483290	-69.154139	18.518	19.171	0.653	0.72473890	0.00000140	6000.59002	0.430	0.447	4.578	0.313	2.983
OGLE-LMC-RRLYR-01693	RRab	73.483620	-69.900361	18.905	19.474	0.569	0.52570070	0.00000130	6000.36134	0.541	0.429	4.287	0.283	2.503
OGLE-LMC-RRLYR-01694	RRab	73.486710	-68.010417	18.775	19.500	0.725	0.74573260	0.00000490	6000.49903	0.251	0.352	4.983	0.157	3.756
OGLE-LMC-RRLYR-01695	RRab	73.486785	-66.928333	19.050	19.618	0.568	0.53419310	0.00000090	6000.26702	0.695	0.441	4.193	0.346	2.226
OGLE-LMC-RRLYR-01696	RRab	73.488120	-67.615500	18.795	19.220	0.425	0.50622370	0.00000040	6000.14454	0.873	0.447	4.073	0.359	1.934
OGLE-LMC-RRLYR-01697	RRab	73.490880	-70.480361	18.880	19.431	0.551	0.51919000	0.00000140	6000.38529	0.571	0.455	4.105	0.242	1.964
OGLE-LMC-RRLYR-01698	RRab	73.492545	-67.899222	17.634	18.452	0.818	0.52611860	0.00000130	6000.04778	0.201	0.396	4.061	0.255	2.007
OGLE-LMC-RRLYR-01700	RRab	73.494330	-67.662528	18.608	19.210	0.602	0.63182180	0.00000080	6000.47489	0.526	0.404	4.271	0.356	2.312
OGLE-LMC-RRLYR-01701	RRab	73.496535	-69.636889	18.808	19.321	0.513	0.55771290	0.00000080	6000.52968	0.788	0.491	4.077	0.324	2.131
OGLE-LMC-RRLYR-01702	RRab	73.499910	-68.359333	19.131	19.876	0.745	0.56021110	0.00000100	6000.51228	0.568	0.443	4.228	0.323	2.418
OGLE-LMC-RRLYR-01703	RRab	73.501665	-68.779278	17.911	18.808	0.897	0.57491460	0.00000160	6000.15619	0.200	0.499	4.247	0.374	2.421
OGLE-LMC-RRLYR-01705	RRab	73.508250	-70.399861	18.687	19.318	0.631	0.70297480	0.00000140	6000.02519	0.471	0.498	4.540	0.327	2.990
OGLE-LMC-RRLYR-01706	RRab	73.509660	-69.132667	18.797	19.403	0.606	0.60152160	0.00000150	6000.53855	0.486	0.459	4.391	0.338	2.685
OGLE-LMC-RRLYR-01707	RRab	73.511505	-70.228722	19.078	-99.99	-99.99	0.50058910	0.00000050	6000.02046	0.906	0.313	4.246	0.228	1.534
OGLE-LMC-RRLYR-01708	RRab	73.514580	-69.479694	19.504	20.524	1.020	0.64529120	0.00000770	6000.27476	0.184	0.339	4.646	0.000	-99.99
OGLE-LMC-RRLYR-01709	RRab	73.515120	-69.106167	19.142	19.775	0.633	0.49022810	0.00000100	6000.42134	0.588	0.422	4.208	0.195	2.138
OGLE-LMC-RRLYR-01710	RRab	73.515705	-68.737944	18.902	19.492	0.590	0.51133200	0.00000060	6000.46386	0.723	0.463	4.063	0.344	2.023
OGLE-LMC-RRLYR-01711	RRab	73.520370	-68.775333	18.901	19.608	0.707	0.61257060	0.00000140	6000.08898	0.406	0.427	4.433	0.292	2.922
OGLE-LMC-RRLYR-01713	RRab	73.522665	-68.737556	18.847	19.479	0.632	0.55184330	0.00000100	6000.25732	0.565	0.418	4.251	0.331	2.235
OGLE-LMC-RRLYR-01716	RRab	73.528965	-69.443917	18.859	19.436	0.577	0.55803290	0.00000080	6000.24413	0.635	0.458	4.189	0.357	2.387
OGLE-LMC-RRLYR-01717	RRab	73.529715	-69.871222	18.606	19.235	0.629	0.71410260	0.00000130	6000.65830	0.525	0.488	4.659	0.283	3.160
OGLE-LMC-RRLYR-01719	RRab	73.531785	-68.211083	18.852	19.512	0.660	0.62320160	0.00000280	6000.13268	0.250	0.335	4.828	0.186	3.517
OGLE-LMC-RRLYR-01720	RRab	73.533165	-69.673972	18.989	19.631	0.642	0.59114750	0.00000110	6000.40523	0.569	0.470	4.255	0.367	2.566
OGLE-LMC-RRLYR-01721	RRab	73.533630	-69.148806	19.008	19.560	0.552	0.54253800	0.00000100	6000.01304	0.631	0.496	4.308	0.363	2.535
OGLE-LMC-RRLYR-01722	RRab	73.534215	-70.432139	18.952	19.476	0.524	0.54838990	0.00000060	6000.33440	0.745	0.502	4.164	0.381	2.388
OGLE-LMC-RRLYR-01723	RRab	73.534920	-66.946806	18.954	19.575	0.621	0.55277790	0.00000170	6000.52315	0.643	0.516	4.260	0.412	2.635
OGLE-LMC-RRLYR-01725	RRab	73.539210	-69.120167	18.717	19.618	0.901	0.57948660	0.00000090	6000.09360	0.590	0.468	4.226	0.384	2.382
OGLE-LMC-RRLYR-01726	RRab	73.539660	-66.869472	18.823	19.313	0.490	0.49341250	0.00000070	6000.24394	0.800	0.530	4.077	0.370	2.115
OGLE-LMC-RRLYR-01727	RRab	73.539870	-70.418306	18.881	19.471	0.590	0.57791410	0.00000080	6000.12440	0.654	0.515	4.328	0.358	2.565
OGLE-LMC-RRLYR-01730	RRab	73.544580	-67.872667	18.745	19.316	0.571	0.56508330	0.00000080	6000.02703	0.611	0.464	4.202	0.363	2.407
OGLE-LMC-RRLYR-01731	RRab	73.546080	-70.429056	19.087	19.522	0.435	0.48481510	0.00000070	6000.27093	0.688	0.474	4.168	0.287	2.220
OGLE-LMC-RRLYR-01732	RRab	73.546755	-69.058333	18.983	19.496	0.513	0.60396120	0.00000220	6000.56373	0.461	0.452	4.398	0.273	2.700
OGLE-LMC-RRLYR-01733	RRab	73.547085	-69.273500	18.859	19.401	0.542	0.56655320	0.00000120	6000.52875	0.463	0.426	4.443	0.258	2.513
OGLE-LMC-RRLYR-01734	RRab	73.548255	-68.040806	18.901	19.517	0.616	0.61133270	0.00000160	6000.44424	0.434	0.465	4.515	0.299	2.977
OGLE-LMC-RRLYR-01735	RRab	73.550085	-67.692639	19.006	19.579	0.573	0.58381610	0.00000140	6000.39554	0.427	0.456	4.691	0.302	3.165
OGLE-LMC-RRLYR-01736	RRab	73.552620	-66.657694	18.684	-99.99	-99.99	0.59444510	0.00000120	6000.00673	0.711	0.495	4.092	0.392	2.328
OGLE-LMC-RRLYR-01737	RRab	73.552995	-68.377472	18.845	-99.99	-99.99	0.55409310	0.00000450	6000.38460	0.701	0.411	4.163	0.377	2.268
OGLE-LMC-RRLYR-01739	RRab	73.553295	-69.235917	19.031	19.704	0.673	0.57279800	0.00000260	6000.52575	0.421	0.410	4.183	0.284	2.346
OGLE-LMC-RRLYR-01741	RRab	73.558620	-69.548333	18.806	19.428	0.622	0.61144940	0.00000200	6000.16148	0.319	0.395	4.711	0.236	3.510
OGLE-LMC-RRLYR-01742	RRab	73.558710	-71.075056	18.877	19.434	0.557	0.54257820	0.00000110	6000.35364	0.579	0.466	4.249	0.327	2.238
OGLE-LMC-RRLYR-01743	RRab	73.561965	-69.922861	18.585	19.300	0.715	0.80780230	0.00000400	6000.63242	0.268	0.369	5.093	0.145	3.835
OGLE-LMC-RRLYR-01746	RRab	73.564995	-70.271861	18.927	19.470	0.543	0.48586570	0.00000190	6000.46130	0.636	0.324	4.054	0.048	1.134
OGLE-LMC-RRLYR-01747	RRab	73.566165	-70.453333	18.758	19.402	0.644	0.73069520	0.00000390	6000.59210	0.230	0.322	4.798	0.156	3.528
OGLE-LMC-RRLYR-01748	RRab	73.566960	-70.442972	18.997	19.266	0.269	0.47266730	0.00000100	6000.43601	0.704	0.430	3.980	0.296	1.869
OGLE-LMC-RRLYR-01749	RRab	73.567590	-69.633889	18.666	19.186	0.520	0.57585180	0.00000080	6000.17904	0.482	0.412	4.236	0.392	2.386
OGLE-LMC-RRLYR-01751	RRab	73.568160	-70.186722	18.758	19.143	0.385	0.60600750	0.00000170	6000.36650	0.424	0.461	4.339	0.329	2.734
OGLE-LMC-RRLYR-01752	RRab	73.568715	-70.438750	18.587	19.175	0.588	0.74597750	0.00000620	6000.20461	0.150	0.251	4.718	0.000	-99.99
OGLE-LMC-RRLYR-01759	RRab	73.572870	-70.444639	19.064	19.409	0.345	0.47820530	0.00000160	6000.04238	0.690	0.452	4.154	0.205	2.098
OGLE-LMC-RRLYR-01760	RRab	73.573005	-70.440889	17.672	18.221	0.549	0.67498030	0.00000310	6000.44763	0.128	0.462	4.496	0.240	3.142
OGLE-LMC-RRLYR-01762	RRab	73.573920	-69.153500	19.112	19.808	0.696	0.60788830	0.00000160	6000.44150	0.414	0.458	4.564	0.270	3.076
OGLE-LMC-RRLYR-01763	RRab	73.574250	-70.441472	17.777	18.949	1.172	0.54081330	0.00000080	6000.28964	0.268	0.489	4.049	0.394	2.063
OGLE-LMC-RRLYR-01766	RRab	73.574910	-70.444056	18.542	18.922	0.380	0.52293240	0.00000080	6000.31191	0.523	0.486	4.115	0.355	2.087
OGLE-LMC-RRLYR-01767	RRab	73.575165	-70.437889	18.654	19.271	0.617	0.59878960	0.00000110	6000.25095	0.486	0.512	4.286	0.347	2.535
OGLE-LMC-RRLYR-01769	RRab	73.575630	-70.930500	19.080	19.750	0.670	0.57312780	0.00000110	6000.47802	0.634	0.489	4.272	0.365	2.604
OGLE-LMC-RRLYR-01773	RRab	73.577160	-70.440556	17.581	18.155	0.574	0.51918050	0.00000110	6000.02840	0.174	0.530	3.886	0.383	1.897
OGLE-LMC-RRLYR-01774	RRab	73.577085	-68.884722	18.938	-99.99	-99.99	0.50807350	0.00000050	6000.25386	0.779	0.452	4.094	0.366	2.019
OGLE-LMC-RRLYR-01775	RRab	73.577160	-70.443167	17.467	18.425	0.958	0.54997610	0.00000170	6000.41773	0.201	0.498	4.132	0.429	2.139
OGLE-LMC-RRLYR-01776	RRab	73.577790	-70.441833	17.012	17.671	0.659	0.66055670	0.00000380	6000.27587	0.084	0.512	4.445	0.234	2.937
OGLE-LMC-RRLYR-01777	RRab	73.578000	-68.858500	18.906	19.576	0.670	0.63574120	0.00000250	6000.21480	0.333	0.403	4.609	0.211	3.173
OGLE-LMC-RRLYR-01778	RRab	73.578165	-70.431139	19.056	19.586	0.530	0.52235510	0.00000070	6000.25783	0.791	0.478	4.128	0.374	2.211
OGLE-LMC-RRLYR-01779	RRab	73.579410	-70.443833	18.453	18.892	0.439	0.66591790	0.00000390	6000.33941	0.258	0.378	4.502	0.281	2.790
OGLE-LMC-RRLYR-01780	RRab	73.579995	-70.440111	18.376	-99.99	-99.99	0.53163700	0.00000200	6000.23695	0.316	0.480	4.059	0.306	2.030
OGLE-LMC-RRLYR-01781	RRab	73.579665	-68.879083	18.952	19.635	0.683	0.64011200	0.00000150	6000.21097	0.508	0.469	4.534	0.354	2.907
OGLE-LMC-RRLYR-01782	RRab	73.581870	-70.966250	19.027	19.506	0.479	0.47372400	0.00000040	6000.15031	0.873	0.470	4.133	0.343	2.085
OGLE-LMC-RRLYR-01783	RRab	73.582080	-70.445028	18.637	19.149	0.512	0.59587920	0.00000110	6000.06969	0.503	0.523	4.229	0.356	2.576
OGLE-LMC-RRLYR-01786	RRab	73.583505	-67.758889	18.965	-99.99	-99.99	0.53367670	0.00000780	6000.37626	0.565	0.404	3.988	0.369	2.107
OGLE-LMC-RRLYR-01787	RRab	73.583625	-70.440722	17.923	18.820	0.897	0.54777740	0.00000100	6000.28791	0.251	0.474	4.153	0.330	2.009
OGLE-LMC-RRLYR-01788	RRab	73.584000	-68.294722	19.153	19.832	0.679	0.51814280	0.00000170	6000.12467	0.458	0.394	4.271	0.203	2.273
OGLE-LMC-RRLYR-01789	RRab	73.585830	-69.577722	18.634	19.202	0.568	0.66189010	0.00000080	6000.06678	0.688	0.553	4.507	0.333	2.786
OGLE-LMC-RRLYR-01792	RRab	73.586835	-70.295861	19.080	19.552	0.472	0.45340020	0.00000030	6000.22636	0.903	0.481	4.023	0.379	1.988
OGLE-LMC-RRLYR-01793	RRab	73.587585	-68.366444	19.129	19.844	0.715	0.62562940	0.00000310	6000.04390	0.301	0.425	4.665	0.205	3.196
OGLE-LMC-RRLYR-01794	RRab	73.590465	-70.451139	18.510	-99.99	-99.99	0.61141620	0.00000300	6000.47454	0.390	0.488	4.365	0.370	2.420
OGLE-LMC-RRLYR-01795	RRab	73.591620	-69.430917	19.075	19.741	0.666	0.56832720	0.00000120	6000.06262	0.540	0.539	4.505	0.381	2.950
OGLE-LMC-RRLYR-01796	RRab	73.591665	-68.813194	18.875	19.482	0.607	0.53184430	0.00000390	6000.17848	0.388	0.305	4.256	0.193	2.366
OGLE-LMC-RRLYR-01797	RRab	73.594125	-67.687083	18.804	19.244	0.440	0.47362350	0.00000030	6000.33409	0.749	0.460	4.074	0.392	2.015
OGLE-LMC-RRLYR-01799	RRab	73.597545	-69.649222	18.644	19.280	0.636	0.71159610	0.00000260	6000.41500	0.335	0.404	4.695	0.249	3.259
OGLE-LMC-RRLYR-01801	RRab	73.598295	-70.538778	18.732	19.288	0.556	0.53139310	0.00000040	6000.13653	0.777	0.440	4.144	0.340	1.930
OGLE-LMC-RRLYR-01804	RRab	73.600170	-70.267556	18.852	19.359	0.507	0.49093070	0.00000030	6000.23104	0.866	0.448	4.110	0.346	2.052
OGLE-LMC-RRLYR-01806	RRab	73.604085	-67.656417	18.740	19.360	0.620	0.63214780	0.00000140	6000.37731	0.360	0.420	4.484	0.278	3.011
OGLE-LMC-RRLYR-01809	RRab	73.607670	-69.611361	18.856	-99.99	-99.99	0.58944320	0.00000720	6000.32826	0.527	0.474	4.518	0.285	3.047
OGLE-LMC-RRLYR-01810	RRab	73.609380	-66.986972	18.758	19.314	0.556	0.56654240	0.00000090	6000.18889	0.520	0.463	4.364	0.338	2.618
OGLE-LMC-RRLYR-01811	RRab	73.609965	-69.454806	19.175	19.923	0.748	0.58477250	0.00000190	6000.08068	0.502	0.496	4.516	0.315	3.032
OGLE-LMC-RRLYR-01812	RRab	73.610910	-70.684972	18.854	19.524	0.670	0.63704220	0.00000090	6000.35004	0.686	0.491	4.179	0.356	2.397
OGLE-LMC-RRLYR-01813	RRab	73.613415	-68.240000	18.927	19.509	0.582	0.51965790	0.00000050	6000.50027	0.729	0.508	4.073	0.362	2.154
OGLE-LMC-RRLYR-01814	RRab	73.613505	-70.930833	18.747	19.353	0.606	0.61664740	0.00000180	6000.16639	0.334	0.442	4.580	0.290	3.216
OGLE-LMC-RRLYR-01815	RRab	73.614420	-70.570917	18.777	19.388	0.611	0.56169110	0.00000070	6000.09080	0.592	0.480	4.194	0.375	2.454
OGLE-LMC-RRLYR-01817	RRab	73.617795	-70.470667	18.896	19.492	0.596	0.60820980	0.00000120	6000.48197	0.421	0.473	4.553	0.294	3.098
OGLE-LMC-RRLYR-01818	RRab	73.619085	-68.082194	18.634	19.270	0.636	0.65069950	0.00000140	6000.37380	0.526	0.474	4.476	0.326	2.887
OGLE-LMC-RRLYR-01819	RRab	73.619205	-68.341583	19.417	20.119	0.702	0.42055200	0.00000050	6000.07973	0.728	0.578	4.140	0.371	2.355
OGLE-LMC-RRLYR-01823	RRab	73.624920	-69.778667	18.987	19.627	0.640	0.51196120	0.00000160	6000.38210	0.469	0.385	4.142	0.229	1.913
OGLE-LMC-RRLYR-01825	RRab	73.625745	-70.655083	18.889	19.488	0.599	0.55538540	0.00000070	6000.45231	0.673	0.503	4.226	0.371	2.405
OGLE-LMC-RRLYR-01828	RRab	73.634625	-70.176694	18.809	19.437	0.628	0.61584240	0.00000100	6000.46540	0.557	0.500	4.476	0.335	2.791
OGLE-LMC-RRLYR-01829	RRab	73.635165	-68.815583	18.924	19.511	0.587	0.58626360	0.00000080	6000.37248	0.663	0.534	4.348	0.373	2.644
OGLE-LMC-RRLYR-01830	RRab	73.635255	-70.827194	18.703	19.321	0.618	0.57971900	0.00000090	6000.11303	0.559	0.467	4.254	0.361	2.496
OGLE-LMC-RRLYR-01833	RRab	73.639170	-67.270222	18.713	19.234	0.521	0.53358610	0.00000160	6000.44892	0.546	0.431	4.169	0.254	2.006
OGLE-LMC-RRLYR-01834	RRab	73.639290	-69.502444	19.276	20.122	0.846	0.56617500	0.00000260	6000.19726	0.417	0.341	4.488	0.255	2.405
OGLE-LMC-RRLYR-01835	RRab	73.642995	-68.610583	19.135	19.753	0.618	0.56236720	0.00000170	6000.20507	0.703	0.477	4.224	0.355	2.265
OGLE-LMC-RRLYR-01836	RRab	73.643910	-67.756222	18.765	19.387	0.622	0.64792380	0.00000070	6000.24921	0.739	0.562	4.398	0.356	2.712
