# Date:     2025-02-15 17:51:33
# Database: ocvs
# Target:   lmc_cepheids
# Query:    TRUE 
# Objects:  4713
# Columns:
# ID	Mode	RA	Decl	I	V	V_I	P_1	dP_1	T0_1	A_1	R21_1	phi21_1	R31_1	phi31_1
OGLE-LMC-CEP-0109	F	72.235920	-68.953528	15.823	16.657	0.834	2.8533700	0.0000034	6001.90097	0.654	0.501	4.467	0.297	2.676
OGLE-LMC-CEP-0110	1	72.245715	-70.072222	14.789	15.633	0.844	2.1200666	0.0000099	6000.36792	0.146	0.138	4.194	0.000	-99.99
OGLE-LMC-CEP-0111	F	72.267285	-69.300667	16.284	16.970	0.686	1.6128624	0.0000019	6000.55044	0.622	0.484	4.191	0.307	2.243
OGLE-LMC-CEP-0112	F1	72.292335	-67.864806	16.208	16.925	0.717	1.8946075	0.0000113	6000.93586	0.151	0.162	4.535	0.032	2.493
OGLE-LMC-CEP-0113	1	72.296745	-68.908167	15.800	16.571	0.771	1.8383406	0.0000055	6000.79286	0.162	0.145	4.966	0.041	4.557
OGLE-LMC-CEP-0114	F	72.301920	-69.161028	13.792	14.592	0.800	10.3719990	0.0000699	6009.14841	0.355	0.155	4.819	0.079	4.460
OGLE-LMC-CEP-0115	1	72.304335	-70.155667	15.191	15.873	0.682	2.5151341	0.0000104	6001.80511	0.172	0.042	4.868	0.000	-99.99
OGLE-LMC-CEP-0116	F	72.305715	-70.149944	15.353	16.116	0.763	3.4150618	0.0000048	6000.96001	0.473	0.474	4.569	0.257	2.953
OGLE-LMC-CEP-0117	1	72.316125	-68.133111	15.465	16.070	0.605	1.8851485	0.0000041	6000.50563	0.293	0.172	4.651	0.024	4.228
OGLE-LMC-CEP-0118	1	72.317505	-69.338722	15.711	16.513	0.802	1.9988680	0.0000068	6000.42010	0.186	0.143	4.951	0.015	5.258
OGLE-LMC-CEP-0119	1	72.320745	-69.206917	15.508	16.326	0.818	2.2091215	0.0000083	6001.61370	0.165	0.150	4.897	0.024	4.603
OGLE-LMC-CEP-0120	1	72.329835	-68.474500	17.014	17.728	0.714	0.7471345	0.0000013	6000.17472	0.187	0.187	3.567	0.116	1.275
OGLE-LMC-CEP-0121	1	72.334245	-69.949500	14.693	15.424	0.731	3.5330125	0.0000241	6003.19155	0.209	0.135	3.468	0.063	0.592
OGLE-LMC-CEP-0122	F	72.337620	-67.871750	16.652	17.285	0.633	1.2929953	0.0000010	6000.35916	0.444	0.446	4.169	0.264	2.134
OGLE-LMC-CEP-0123	F	72.343455	-69.150500	14.904	15.940	1.036	6.8885387	0.0000261	6003.98626	0.482	0.356	5.323	0.198	3.598
OGLE-LMC-CEP-0124	1	72.355410	-69.130667	15.923	16.634	0.711	1.5152210	0.0000023	6000.86766	0.311	0.213	4.271	0.067	2.524
OGLE-LMC-CEP-0125	1	72.383715	-67.793611	14.871	15.506	0.635	2.7162844	0.0000092	6002.69925	0.195	0.093	4.852	0.000	-99.99
OGLE-LMC-CEP-0126	F	72.391620	-66.975833	14.375	15.296	0.921	7.6992572	0.0001043	6003.44257	0.190	0.216	5.592	0.019	3.721
OGLE-LMC-CEP-0127	1	72.400035	-70.619861	15.205	15.836	0.631	2.2385252	0.0000051	6001.31672	0.229	0.134	4.695	0.025	3.448
OGLE-LMC-CEP-0128	F	72.423915	-70.627250	15.246	16.021	0.775	3.8457511	0.0000065	6000.28485	0.460	0.435	4.665	0.224	3.116
OGLE-LMC-CEP-0129	1	72.433335	-69.598722	15.506	-99.99	-99.99	1.9095938	0.0000254	6001.14299	0.227	0.106	4.069	0.087	5.393
OGLE-LMC-CEP-0130	F	72.433875	-69.215222	16.535	-99.99	-99.99	3.4120477	0.0000292	6003.40038	0.485	0.445	4.591	0.240	2.964
OGLE-LMC-CEP-0131	F	72.437670	-68.880000	15.661	16.470	0.809	2.8694980	0.0000083	6001.84271	0.401	0.441	4.559	0.215	2.850
OGLE-LMC-CEP-0132	F	72.440205	-69.072972	15.710	-99.99	-99.99	3.0610615	0.0000288	6001.93067	0.358	0.426	4.599	0.197	2.878
OGLE-LMC-CEP-0133	1	72.444375	-66.928417	15.863	16.488	0.625	1.3839965	0.0000024	6000.96398	0.311	0.236	4.078	0.070	1.848
OGLE-LMC-CEP-0134	1	72.463125	-70.614722	14.828	15.495	0.667	3.2425557	0.0000214	6000.42607	0.216	0.093	3.513	0.058	0.271
OGLE-LMC-CEP-0135	2	72.471090	-68.970778	16.703	17.269	0.566	0.5894102	0.0000050	6000.26067	0.040	0.000	-99.99	0.000	-99.99
OGLE-LMC-CEP-0136	12	72.472755	-69.150000	16.156	17.008	0.852	1.4401088	0.0000047	6000.90373	0.240	0.193	4.284	0.053	2.212
OGLE-LMC-CEP-0137	F	72.474045	-69.754556	-99.99	13.351	-99.99	27.1006309	0.0007566	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0138	F	72.481755	-68.915111	15.946	16.738	0.792	2.3754308	0.0000040	6000.60196	0.416	0.459	4.438	0.239	2.727
OGLE-LMC-CEP-0139	F	72.488085	-69.127222	14.142	15.039	0.897	9.7736415	0.0000592	6008.06189	0.448	0.089	5.408	0.134	0.734
OGLE-LMC-CEP-0140	F	72.489960	-67.693778	15.722	16.413	0.691	2.4202552	0.0000022	6000.04698	0.455	0.468	4.405	0.247	2.675
OGLE-LMC-CEP-0141	1	72.491910	-67.950917	15.322	15.881	0.559	1.8764730	0.0000048	6000.82154	0.237	0.170	4.461	0.019	2.902
OGLE-LMC-CEP-0142	F	72.498750	-69.785083	15.330	16.167	0.837	3.7719620	0.0000219	6003.42019	0.379	0.404	4.667	0.188	3.116
OGLE-LMC-CEP-0143	1	72.499920	-67.924611	15.986	16.635	0.649	1.4335438	0.0000037	6000.40133	0.188	0.178	4.450	0.023	2.623
OGLE-LMC-CEP-0144	1	72.502080	-66.731694	13.705	14.645	0.940	4.6189842	0.0000499	6003.99057	0.072	0.147	3.999	0.000	-99.99
OGLE-LMC-CEP-0145	1	72.506085	-68.587833	15.317	16.061	0.744	2.5170278	0.0000078	6001.63572	0.215	0.039	4.294	0.019	6.232
OGLE-LMC-CEP-0146	12	72.510705	-67.524444	16.306	16.818	0.512	0.8840549	0.0000023	6000.77326	0.295	0.238	3.900	0.097	1.431
OGLE-LMC-CEP-0147	F	72.513285	-68.259694	-99.99	13.478	-99.99	22.2630923	0.0037557	-99.99	-99.99	-99.99	-99.99	-99.99	-99.99
OGLE-LMC-CEP-0148	1	72.517290	-70.620778	14.291	15.003	0.712	4.6457612	0.0000347	6000.45398	0.228	0.216	4.465	0.084	1.958
OGLE-LMC-CEP-0149	F	72.539910	-69.661028	15.696	16.534	0.838	3.0792302	0.0000058	6002.55862	0.394	0.420	4.545	0.202	2.823
OGLE-LMC-CEP-0150	1	72.540630	-70.514972	15.528	16.151	0.623	1.7669312	0.0000031	6001.34329	0.280	0.217	4.386	0.047	2.794
OGLE-LMC-CEP-0151	F	72.559755	-68.824472	14.162	15.133	0.971	9.3645147	0.0000877	6006.23152	0.204	0.203	6.129	0.035	4.954
OGLE-LMC-CEP-0152	F	72.565035	-68.998028	15.054	-99.99	-99.99	3.6938683	0.0000176	6002.36312	0.182	0.289	4.678	0.105	3.050
OGLE-LMC-CEP-0153	1	72.572505	-68.797444	15.756	16.549	0.793	1.9526319	0.0000074	6001.77639	0.133	0.108	5.202	0.033	5.071
OGLE-LMC-CEP-0154	F	72.574170	-68.898917	15.217	16.003	0.786	4.1646485	0.0000083	6003.38161	0.461	0.430	4.805	0.200	3.316
OGLE-LMC-CEP-0155	F	72.579165	-69.717278	13.852	14.622	0.770	9.8496665	0.0000495	6006.49871	0.394	0.195	5.040	0.110	3.813
OGLE-LMC-CEP-0156	1	72.583920	-69.330472	15.429	16.272	0.843	2.2390123	0.0000057	6001.67720	0.173	0.093	4.451	0.000	-99.99
OGLE-LMC-CEP-0157	1	72.596160	-67.196750	15.428	16.003	0.575	1.7749615	0.0000055	6000.41429	0.158	0.114	4.785	0.000	-99.99
OGLE-LMC-CEP-0158	F	72.597540	-69.154833	14.545	15.492	0.947	7.2298325	0.0000193	6000.08705	0.546	0.388	5.070	0.200	3.092
OGLE-LMC-CEP-0159	F	72.610590	-70.557639	14.727	15.532	0.805	5.4639151	0.0000197	6004.09438	0.371	0.391	4.825	0.158	3.414
OGLE-LMC-CEP-0160	F	72.615000	-69.132389	14.756	15.774	1.018	3.2013176	0.0000055	6000.10520	0.262	0.486	4.444	0.282	2.684
OGLE-LMC-CEP-0161	F	72.621045	-68.114944	15.730	16.329	0.599	2.1149438	0.0000020	6000.36548	0.671	0.505	4.195	0.296	2.381
OGLE-LMC-CEP-0162	F	72.628455	-69.504139	14.735	15.445	0.710	5.0243717	0.0000091	6001.75496	0.454	0.339	4.517	0.115	2.615
OGLE-LMC-CEP-0163	F	72.636165	-68.213778	15.144	15.797	0.653	3.4413496	0.0000044	6001.44031	0.563	0.449	4.546	0.259	2.818
OGLE-LMC-CEP-0164	F	72.649920	-68.742000	15.690	16.476	0.786	2.7808997	0.0000040	6002.76015	0.439	0.439	4.430	0.223	2.682
OGLE-LMC-CEP-0165	F	72.657285	-69.173889	15.491	16.294	0.803	3.2277115	0.0000046	6000.63544	0.520	0.447	4.544	0.248	2.841
OGLE-LMC-CEP-0166	F	72.658500	-70.575472	15.361	16.062	0.701	3.1462898	0.0000044	6002.86331	0.601	0.467	4.459	0.270	2.648
OGLE-LMC-CEP-0167	F	72.674835	-69.031389	13.568	14.452	0.884	12.5108516	0.0000736	6011.05209	0.398	0.031	6.007	0.167	0.501
OGLE-LMC-CEP-0168	F	72.682170	-69.529083	16.253	17.009	0.756	1.7544103	0.0000024	6001.54035	0.411	0.436	4.271	0.243	2.383
OGLE-LMC-CEP-0169	F	72.702660	-69.085278	14.774	15.677	0.903	5.7768046	0.0000154	6005.19086	0.441	0.419	4.977	0.143	3.524
OGLE-LMC-CEP-0170	F	72.704130	-69.118000	15.417	16.288	0.871	3.9895888	0.0000052	6000.74737	0.617	0.492	4.837	0.277	3.508
OGLE-LMC-CEP-0171	F	72.710625	-69.256167	15.439	16.231	0.792	3.4122045	0.0000054	6002.76481	0.480	0.451	4.621	0.241	2.975
OGLE-LMC-CEP-0172	F	72.710715	-69.091194	15.846	16.669	0.823	2.5161247	0.0000034	6002.17750	0.480	0.473	4.460	0.257	2.722
OGLE-LMC-CEP-0173	F	72.714330	-66.999083	15.591	16.407	0.816	3.0727919	0.0000075	6001.95402	0.444	0.441	4.561	0.237	2.832
OGLE-LMC-CEP-0174	F	72.718500	-69.315556	13.666	14.739	1.073	15.8633946	0.0001107	6005.81330	0.471	0.125	4.628	0.145	1.784
OGLE-LMC-CEP-0175	F	72.725340	-69.528222	15.453	16.161	0.708	3.0040744	0.0000040	6001.88118	0.683	0.485	4.423	0.302	2.567
OGLE-LMC-CEP-0176	F	72.732000	-68.894528	15.608	16.356	0.748	2.7567083	0.0000027	6001.85287	0.514	0.477	4.468	0.259	2.719
OGLE-LMC-CEP-0177	F	72.735000	-69.214167	15.031	15.844	0.813	4.2764188	0.0000060	6002.03301	0.488	0.415	4.598	0.209	2.951
OGLE-LMC-CEP-0178	12	72.743745	-70.152722	16.788	17.380	0.592	0.7226737	0.0000010	6000.16507	0.208	0.207	3.480	0.102	1.446
OGLE-LMC-CEP-0179	F	72.755835	-69.602194	15.731	16.511	0.780	2.6151686	0.0000036	6002.48959	0.483	0.432	4.454	0.228	2.639
OGLE-LMC-CEP-0180	F	72.760380	-69.913722	16.892	17.598	0.706	1.0372144	0.0000013	6000.36668	0.364	0.391	3.845	0.195	1.588
OGLE-LMC-CEP-0181	F	72.770460	-67.364167	15.209	15.961	0.752	3.7039359	0.0000100	6003.58797	0.320	0.379	4.639	0.146	3.136
OGLE-LMC-CEP-0182	1	72.771870	-66.849528	16.533	17.204	0.671	1.0457823	0.0000051	6000.98086	0.171	0.224	3.774	0.056	1.261
OGLE-LMC-CEP-0183	12	72.779790	-70.668167	16.735	17.422	0.687	0.8934836	0.0000033	6000.26825	0.194	0.233	3.864	0.076	2.220
OGLE-LMC-CEP-0184	1	72.781170	-68.840417	15.891	16.695	0.804	1.7935883	0.0000063	6001.66705	0.142	0.106	4.940	0.030	4.292
OGLE-LMC-CEP-0185	1	72.783630	-69.309778	18.193	18.749	0.556	0.2931891	0.0000005	6000.20526	0.285	0.137	3.359	0.057	6.098
OGLE-LMC-CEP-0186	F	72.790080	-69.139750	15.138	16.152	1.014	5.3792477	0.0000168	6001.68591	0.355	0.378	4.948	0.116	3.668
OGLE-LMC-CEP-0187	1	72.801375	-67.255722	14.124	14.739	0.615	4.8418441	0.0000420	6004.49715	0.092	0.111	4.698	0.000	-99.99
OGLE-LMC-CEP-0188	F	72.802830	-68.738000	16.318	17.024	0.706	1.6484262	0.0000016	6001.02491	0.404	0.437	4.285	0.239	2.373
OGLE-LMC-CEP-0189	F	72.814920	-69.088111	14.765	15.684	0.919	5.9198864	0.0000137	6002.58829	0.568	0.449	4.805	0.187	3.207
OGLE-LMC-CEP-0190	1	72.814995	-70.231111	15.302	-99.99	-99.99	1.9127457	0.0000033	6000.20434	0.263	0.186	4.611	0.031	3.337
OGLE-LMC-CEP-0191	F	72.824835	-69.762417	15.327	16.034	0.707	3.3540102	0.0000089	6002.70736	0.658	0.455	4.476	0.269	2.724
OGLE-LMC-CEP-0192	1	72.830160	-66.847778	18.212	18.768	0.556	0.2995692	0.0000012	6000.29695	0.144	0.187	1.207	0.000	-99.99
OGLE-LMC-CEP-0193	1	72.834795	-68.303556	15.726	16.368	0.642	1.6916737	0.0000053	6000.69164	0.201	0.139	4.708	0.000	-99.99
OGLE-LMC-CEP-0194	F	72.842625	-70.592167	15.473	16.230	0.757	3.1455578	0.0000080	6001.51097	0.365	0.363	4.511	0.159	2.725
OGLE-LMC-CEP-0195	1	72.846255	-70.633333	14.288	14.994	0.706	4.7535223	0.0000287	6003.72719	0.251	0.205	4.417	0.091	2.219
OGLE-LMC-CEP-0196	F	72.850590	-66.959417	15.931	16.683	0.752	2.2983774	0.0000030	6000.45991	0.635	0.472	4.284	0.258	2.417
OGLE-LMC-CEP-0197	F	72.851580	-68.612806	15.679	16.400	0.721	2.6181371	0.0000027	6001.65223	0.481	0.481	4.485	0.261	2.788
OGLE-LMC-CEP-0198	F	72.858045	-69.553222	15.928	16.604	0.676	2.0349701	0.0000023	6001.90819	0.618	0.463	4.252	0.269	2.395
OGLE-LMC-CEP-0199	F	72.865665	-69.489444	15.134	15.949	0.815	4.2997888	0.0000165	6003.08910	0.509	0.436	4.706	0.215	3.185
OGLE-LMC-CEP-0200	F1	72.880410	-67.812500	16.054	16.654	0.600	1.8961219	0.0000134	6001.37344	0.111	0.131	4.372	0.027	3.777
OGLE-LMC-CEP-0201	F	72.882375	-68.225806	15.689	16.450	0.761	2.5705997	0.0000039	6000.33968	0.401	0.437	4.446	0.207	2.688
OGLE-LMC-CEP-0202	1	72.906210	-68.300806	15.959	16.667	0.708	1.4906830	0.0000041	6001.11901	0.150	0.153	4.348	0.030	1.526
OGLE-LMC-CEP-0203	1	72.908250	-68.455889	15.971	16.608	0.637	1.5046741	0.0000037	6000.83970	0.216	0.174	4.713	0.035	3.349
OGLE-LMC-CEP-0204	1	72.909045	-69.553111	15.991	16.645	0.654	1.3528877	0.0000021	6000.23363	0.269	0.189	4.308	0.056	2.479
OGLE-LMC-CEP-0205	F	72.927330	-69.608500	15.880	-99.99	-99.99	2.6424119	0.0000218	6000.42942	0.406	0.441	4.516	0.215	2.761
OGLE-LMC-CEP-0206	F	72.938910	-66.791528	15.303	15.985	0.682	3.2728111	0.0000071	6003.11542	0.508	0.465	4.550	0.244	2.773
OGLE-LMC-CEP-0207	12	72.948960	-67.932278	16.374	16.916	0.542	0.9987944	0.0000038	6000.86860	0.207	0.137	-99.99	0.230	-99.99
OGLE-LMC-CEP-0208	1	72.949710	-69.490361	15.412	16.117	0.705	2.0359201	0.0000046	6000.78387	0.242	0.153	4.486	0.018	2.550
OGLE-LMC-CEP-0209	F	72.969465	-69.096917	15.451	16.193	0.742	3.1227846	0.0000059	6001.70670	0.286	0.332	4.481	0.123	2.743
OGLE-LMC-CEP-0210	F	72.980670	-68.670472	14.898	15.773	0.875	4.7872336	0.0000220	6001.98469	0.168	0.225	4.666	0.038	3.301
OGLE-LMC-CEP-0211	F	72.983835	-69.343556	15.792	16.431	0.639	2.0977485	0.0000017	6000.23207	0.653	0.459	4.210	0.253	2.235
OGLE-LMC-CEP-0212	F	72.999705	-68.890833	13.914	14.854	0.940	12.3265060	0.0000805	6008.95940	0.548	0.167	5.108	0.114	2.191
OGLE-LMC-CEP-0213	F	73.003245	-67.663611	16.297	16.873	0.576	1.6504667	0.0000007	6001.41458	0.710	0.495	4.216	0.368	2.254
OGLE-LMC-CEP-0214	F	73.016790	-68.421750	15.850	16.578	0.728	2.4240208	0.0000079	6001.02330	0.191	0.243	4.406	0.066	2.576
OGLE-LMC-CEP-0215	F	73.023165	-69.255583	15.987	16.817	0.830	2.5452257	0.0000060	6001.24950	0.340	0.417	4.476	0.178	2.761
OGLE-LMC-CEP-0216	F	73.023255	-69.390806	15.351	16.080	0.729	3.3986626	0.0000036	6001.88374	0.592	0.457	4.501	0.261	2.815
OGLE-LMC-CEP-0217	F	73.025625	-69.769222	15.708	16.494	0.786	3.0408565	0.0000034	6000.63898	0.627	0.476	4.580	0.286	2.876
OGLE-LMC-CEP-0218	F	73.032090	-69.614139	14.366	-99.99	-99.99	8.6221264	0.0006334	6006.05359	0.279	0.257	5.990	0.084	4.858
OGLE-LMC-CEP-0219	12	73.039545	-69.076139	16.672	17.396	0.724	0.9431479	0.0000017	6000.19612	0.228	0.225	3.991	0.081	1.965
OGLE-LMC-CEP-0220	1	73.049835	-68.728278	15.505	16.219	0.714	1.8775537	0.0000076	6000.58818	0.159	0.111	4.698	0.000	-99.99
OGLE-LMC-CEP-0221	1	73.052160	-69.424389	15.496	16.250	0.754	2.2164582	0.0000074	6000.13676	0.247	0.110	4.789	0.028	4.583
OGLE-LMC-CEP-0222	F	73.055580	-68.856583	15.623	16.335	0.712	2.6968757	0.0000028	6000.40186	0.528	0.442	4.431	0.234	2.660
OGLE-LMC-CEP-0223	F	73.055580	-69.867222	14.292	15.150	0.858	8.2392025	0.0000360	6004.65218	0.425	0.253	5.692	0.169	4.732
OGLE-LMC-CEP-0224	F	73.058040	-69.011722	14.455	15.492	1.037	3.7796319	0.0000129	6001.70216	0.214	0.415	4.582	0.195	2.906
OGLE-LMC-CEP-0225	F	73.060965	-66.592306	14.844	15.572	0.728	4.4325622	0.0000061	6003.69037	0.584	0.472	4.661	0.244	3.114
OGLE-LMC-CEP-0226	F	73.063965	-68.829139	15.597	16.313	0.716	2.6092305	0.0000035	6002.32096	0.603	0.483	4.403	0.265	2.562
OGLE-LMC-CEP-0227	F	73.065375	-70.242028	14.408	15.291	0.883	3.7970782	0.0000114	6001.24962	0.300	0.485	4.525	0.276	2.803
OGLE-LMC-CEP-0228	12	73.075875	-68.312833	17.850	18.410	0.560	0.3656841	0.0000006	6000.29663	0.196	0.164	2.267	0.119	6.124
OGLE-LMC-CEP-0229	F	73.081005	-69.383722	15.201	16.044	0.843	4.5634595	0.0000117	6003.17640	0.634	0.462	4.541	0.248	2.849
OGLE-LMC-CEP-0230	F	73.082745	-69.091417	15.184	15.926	0.742	3.6908117	0.0000044	6001.71612	0.584	0.454	4.568	0.249	2.916
OGLE-LMC-CEP-0231	1	73.099965	-69.355667	14.584	15.523	0.939	1.8994168	0.0000110	6000.07075	0.092	0.123	4.447	0.000	-99.99
OGLE-LMC-CEP-0232	1	73.102620	-69.348000	18.159	18.735	0.576	0.3012301	0.0000017	6000.19436	0.083	0.156	2.113	0.000	-99.99
OGLE-LMC-CEP-0233	1	73.103205	-70.625861	15.653	16.453	0.800	2.0848261	0.0000093	6000.89247	0.178	0.125	4.657	0.000	-99.99
OGLE-LMC-CEP-0234	12	73.109835	-68.361806	16.350	17.014	0.664	1.1327488	0.0000043	6001.07813	0.194	0.207	4.293	0.071	1.957
OGLE-LMC-CEP-0235	F	73.111035	-69.169694	15.143	15.983	0.840	4.7622517	0.0000231	6001.92019	0.224	0.282	4.866	0.060	3.506
OGLE-LMC-CEP-0236	F	73.114035	-69.515222	15.640	16.526	0.886	3.2965051	0.0000078	6001.06922	0.315	0.365	4.607	0.144	2.945
OGLE-LMC-CEP-0237	F	73.115745	-66.769333	15.330	16.026	0.696	3.2226656	0.0000052	6003.10920	0.457	0.470	4.586	0.269	2.878
OGLE-LMC-CEP-0238	F	73.119255	-68.960944	15.863	16.524	0.661	2.5057914	0.0000038	6002.22838	0.478	0.447	4.521	0.235	2.781
OGLE-LMC-CEP-0239	F	73.133250	-69.739000	14.953	15.678	0.725	4.7507992	0.0000083	6001.73162	0.539	0.450	4.768	0.213	3.267
OGLE-LMC-CEP-0240	1	73.135500	-68.920361	15.687	16.368	0.681	1.7204960	0.0000030	6001.68703	0.287	0.213	4.431	0.046	2.731
OGLE-LMC-CEP-0241	1	73.136295	-69.299750	17.168	17.897	0.729	0.7645981	0.0000019	6000.54102	0.197	0.201	3.683	0.108	1.519
OGLE-LMC-CEP-0242	12	73.149165	-67.554306	16.764	17.336	0.572	0.7804762	0.0000012	6000.62437	0.228	0.220	3.880	0.108	1.737
OGLE-LMC-CEP-0243	1	73.164870	-69.821556	15.192	15.882	0.690	2.3432845	0.0000074	6001.07097	0.245	0.101	4.783	0.010	-99.99
OGLE-LMC-CEP-0244	1	73.180080	-68.782917	15.558	16.253	0.695	1.9018268	0.0000072	6000.80426	0.163	0.138	4.829	0.022	4.362
OGLE-LMC-CEP-0245	1	73.184835	-68.428917	14.212	14.904	0.692	4.8589200	0.0000399	6003.91663	0.211	0.182	4.506	0.073	2.085
OGLE-LMC-CEP-0246	F	73.192830	-67.634278	14.720	15.323	0.603	4.3331413	0.0000043	6000.30228	0.649	0.449	4.494	0.226	2.727
OGLE-LMC-CEP-0247	1	73.195830	-68.736833	15.044	15.673	0.629	2.3282295	0.0000058	6001.80272	0.208	0.112	4.604	0.000	-99.99
OGLE-LMC-CEP-0248	1	73.198500	-70.012667	15.183	15.887	0.704	2.4289778	0.0000123	6002.08465	0.229	0.076	4.839	0.021	4.877
OGLE-LMC-CEP-0249	F	73.198710	-68.348722	13.099	13.950	0.851	20.0861576	0.0002098	6015.92029	0.538	0.247	5.008	0.138	3.042
OGLE-LMC-CEP-0250	F	73.200420	-68.646111	14.432	15.188	0.756	6.1802501	0.0000210	6003.56662	0.411	0.394	5.067	0.128	3.540
OGLE-LMC-CEP-0251	1	73.202580	-69.208667	14.991	15.990	0.999	4.1853846	0.0000314	6003.41573	0.181	0.178	3.738	0.045	0.884
OGLE-LMC-CEP-0252	1	73.208670	-68.192639	14.540	15.244	0.704	4.0023327	0.0000213	6003.21707	0.235	0.202	4.437	0.075	1.663
OGLE-LMC-CEP-0253	F	73.209090	-69.072167	15.867	16.584	0.717	2.0829793	0.0000018	6001.85427	0.524	0.456	4.261	0.254	2.417
OGLE-LMC-CEP-0254	F	73.209870	-68.510028	15.669	16.351	0.682	2.7873584	0.0000031	6000.65581	0.511	0.448	4.660	0.244	2.947
OGLE-LMC-CEP-0255	F	73.215705	-66.968194	15.284	15.930	0.646	3.2516293	0.0000039	6001.30403	0.606	0.479	4.638	0.291	2.986
OGLE-LMC-CEP-0256	1	73.217085	-69.240472	15.348	16.137	0.789	2.5890753	0.0000092	6001.30236	0.265	0.102	4.536	0.000	-99.99
OGLE-LMC-CEP-0257	F	73.220295	-68.023722	14.705	15.392	0.687	6.2296897	0.0000555	6000.32874	0.363	0.353	5.241	0.090	3.739
OGLE-LMC-CEP-0258	F	73.225830	-69.276417	14.745	15.520	0.775	5.0254976	0.0000164	6002.06709	0.312	0.333	4.620	0.124	2.971
OGLE-LMC-CEP-0259	12	73.228995	-68.802611	17.191	17.689	0.498	0.5062363	0.0000006	6000.18565	0.269	0.218	3.367	0.118	0.775
OGLE-LMC-CEP-0260	1	73.239120	-68.290833	16.711	17.333	0.622	0.7754526	0.0000028	6000.51555	0.177	0.200	3.573	0.097	1.269
OGLE-LMC-CEP-0261	F1	73.239630	-69.554333	15.907	16.698	0.791	2.4382615	0.0000204	6000.52189	0.209	0.211	4.677	0.045	2.827
OGLE-LMC-CEP-0262	F	73.239795	-67.417389	15.521	16.231	0.710	2.8503690	0.0000047	6002.27026	0.411	0.432	4.556	0.217	2.854
OGLE-LMC-CEP-0263	F	73.250880	-68.999611	15.928	-99.99	-99.99	2.1269245	0.0000027	6000.94895	0.505	0.468	4.364	0.253	2.641
OGLE-LMC-CEP-0264	F	73.252170	-68.897028	15.142	15.938	0.796	3.8193141	0.0000048	6003.44494	0.498	0.446	4.541	0.246	2.862
OGLE-LMC-CEP-0265	1	73.254165	-69.379472	15.353	16.066	0.713	2.2544357	0.0000236	6001.52889	0.109	0.044	4.683	0.000	-99.99
OGLE-LMC-CEP-0266	F	73.254420	-68.540333	15.672	16.538	0.866	3.2791229	0.0000134	6000.84533	0.325	0.404	4.523	0.173	2.887
OGLE-LMC-CEP-0267	F	73.262130	-68.907889	15.745	16.560	0.815	2.7908309	0.0000034	6001.32813	0.457	0.424	4.504	0.222	2.723
OGLE-LMC-CEP-0268	1	73.281420	-68.216917	15.559	16.278	0.719	2.0155262	0.0000048	6000.53440	0.191	0.146	5.100	0.043	4.699
OGLE-LMC-CEP-0269	F	73.287210	-70.137806	15.115	15.790	0.675	3.8194537	0.0000047	6003.57699	0.626	0.475	4.566	0.271	2.923
OGLE-LMC-CEP-0270	F	73.288590	-68.211250	15.156	15.746	0.590	3.6017995	0.0000075	6001.62985	0.283	0.374	4.617	0.150	3.012
OGLE-LMC-CEP-0271	F	73.292790	-70.219139	15.577	-99.99	-99.99	2.7302183	0.0000789	6002.53951	0.262	0.311	4.325	0.103	2.459
OGLE-LMC-CEP-0272	F	73.294965	-67.011444	15.441	16.160	0.719	2.9518565	0.0000041	6001.37946	0.501	0.430	4.486	0.233	2.692
OGLE-LMC-CEP-0273	F	73.295505	-67.605861	15.414	16.131	0.717	3.1183773	0.0000051	6001.71558	0.397	0.416	4.560	0.207	2.879
OGLE-LMC-CEP-0274	F	73.297035	-69.041611	14.891	15.606	0.715	4.5257248	0.0000088	6002.06387	0.663	0.466	4.715	0.225	3.052
OGLE-LMC-CEP-0275	F	73.306335	-69.652333	15.572	16.365	0.793	3.0778447	0.0000134	6000.41831	0.236	0.318	4.460	0.105	2.797
OGLE-LMC-CEP-0276	F	73.313370	-68.884778	15.771	-99.99	-99.99	2.3418942	0.0000094	6000.50484	0.540	0.468	4.396	0.240	2.613
OGLE-LMC-CEP-0277	12	73.314495	-68.276833	17.310	17.924	0.614	0.5784533	0.0000008	6000.32266	0.292	0.171	3.385	0.151	1.168
OGLE-LMC-CEP-0278	F	73.315665	-68.954528	15.217	-99.99	-99.99	4.0586290	0.0000423	6003.14633	0.477	0.457	4.756	0.221	3.196
OGLE-LMC-CEP-0279	F	73.320165	-69.671556	14.742	-99.99	-99.99	5.7297098	0.0000624	6002.07421	0.499	0.413	5.140	0.140	3.509
OGLE-LMC-CEP-0280	F	73.329870	-66.933472	15.390	16.137	0.747	3.2616772	0.0000086	6001.00218	0.382	0.424	4.564	0.201	2.928
OGLE-LMC-CEP-0281	F	73.341090	-69.155583	16.154	17.075	0.921	2.5917022	0.0000055	6001.41411	0.387	0.431	4.484	0.211	2.752
OGLE-LMC-CEP-0282	F	73.349415	-68.539222	15.783	16.592	0.809	2.8230771	0.0000048	6001.84796	0.395	0.437	4.510	0.215	2.778
